Toilet,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total
 Total,9146,42601,51747
NotApp :,415,*,*
AREA # 150102,Zeyarthiri,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1405,234,1639
 Water seal (Improved pit latrine),6787,16063,22850
 Pit (Traditional pit latrine),39,485,524
 Bucket (Surface latrine),3,82,85
 Other,1,22,23
 No toilet,11,943,954
 Total,8246,17829,26075
NotApp :,326,*,*
AREA # 150103,Ottarathiri,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,377,314,691
 Water seal (Improved pit latrine),4243,11507,15750
 Pit (Traditional pit latrine),52,591,643
 Bucket (Surface latrine),4,36,40
 Other,14,36,50
 No toilet,205,1282,1487
 Total,4895,13766,18661
NotApp :,325,*,*
AREA # 150104,Pobbathiri,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,894,655,1549
 Water seal (Improved pit latrine),8517,13579,22096
 Pit (Traditional pit latrine),576,1263,1839
 Bucket (Surface latrine),16,25,41
 Other,29,44,73
 No toilet,216,1802,2018
 Total,10248,17368,27616
NotApp :,382,*,*
AREA # 150201,Pyinmana,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,521,428,949
 Water seal (Improved pit latrine),12748,20007,32755
 Pit (Traditional pit latrine),957,2627,3584
 Bucket (Surface latrine),17,65,82
 Other,18,117,135
 No toilet,195,1963,2158
 Total,14456,25207,39663
NotApp :,695,*,*
AREA # 150202,Lewe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,384,505,889
 Water seal (Improved pit latrine),5250,47196,52446
 Pit (Traditional pit latrine),394,2968,3362
 Bucket (Surface latrine),5,478,483
 Other,3,453,456
 No toilet,87,7451,7538
 Total,6123,59051,65174
NotApp :,584,*,*
AREA # 150203,Zabuthiri,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,17504,9,17513
 Water seal (Improved pit latrine),6420,1232,7652
 Pit (Traditional pit latrine),466,89,555
 Bucket (Surface latrine),30,2,32
 Other,27,1,28
 No toilet,275,265,540
 Total,24722,1598,26320
NotApp :,869,*,*
AREA # 150204,Dekkhinathiri,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,152,54,206
 Water seal (Improved pit latrine),726,5667,6393
 Pit (Traditional pit latrine),16,38,54
 Bucket (Surface latrine),2,13,15
 Other,8,4,12
 No toilet,4,313,317
 Total,908,6089,6997
NotApp :,205,*,*
SUMMARY,*,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,158773,70202,228975
 Water seal (Improved pit latrine),2656262,5198875,7855137
 Pit (Traditional pit latrine),116972,738473,855445
 Bucket (Surface latrine),30781,260135,290916
 Other,9259,76416,85675
 No toilet,77386,1484298,1561684
 Total,3049433,7828399,10877832
NotApp :,137752,*,*
