Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employer,1384,418,1802,Kyaukkyi,MMR007011
 Own account worker,11829,4691,16520,Kyaukkyi,MMR007011
 Contributing family worker,4105,3652,7757,Kyaukkyi,MMR007011
 Sought work,1735,1051,2786,Kyaukkyi,MMR007011
 Did not seek work,207,114,321,Kyaukkyi,MMR007011
 Full time student,6567,7311,13878,Kyaukkyi,MMR007011
 Household work,612,18140,18752,Kyaukkyi,MMR007011
" Pensioner, retired, elderly person",2251,3229,5480,Kyaukkyi,MMR007011
" Ill, disabled",500,487,987,Kyaukkyi,MMR007011
 Other,1676,955,2631,Kyaukkyi,MMR007011
 Total,40714,45857,86571,Kyaukkyi,MMR007011
 Employee (Government),2481,2491,4972,Pyu,MMR007012
" Employee (Private, Org)",21423,12915,34338,Pyu,MMR007012
 Employer,5469,1434,6903,Pyu,MMR007012
 Own account worker,24443,9341,33784,Pyu,MMR007012
 Contributing family worker,8402,10998,19400,Pyu,MMR007012
 Sought work,2479,1724,4203,Pyu,MMR007012
 Did not seek work,452,367,819,Pyu,MMR007012
 Full time student,15232,15222,30454,Pyu,MMR007012
 Household work,1253,42475,43728,Pyu,MMR007012
" Pensioner, retired, elderly person",4904,7157,12061,Pyu,MMR007012
" Ill, disabled",923,926,1849,Pyu,MMR007012
 Other,7000,4977,11977,Pyu,MMR007012
 Total,94461,110027,204488,Pyu,MMR007012
 Employee (Government),2173,1466,3639,Oatwin,MMR007013
" Employee (Private, Org)",16401,11804,28205,Oatwin,MMR007013
 Employer,4426,1415,5841,Oatwin,MMR007013
 Own account worker,14108,7858,21966,Oatwin,MMR007013
 Contributing family worker,4543,6888,11431,Oatwin,MMR007013
 Sought work,1717,1161,2878,Oatwin,MMR007013
 Did not seek work,243,131,374,Oatwin,MMR007013
 Full time student,7769,8028,15797,Oatwin,MMR007013
 Household work,799,23149,23948,Oatwin,MMR007013
" Pensioner, retired, elderly person",2485,3559,6044,Oatwin,MMR007013
" Ill, disabled",610,589,1199,Oatwin,MMR007013
 Other,3791,2317,6108,Oatwin,MMR007013
 Total,59065,68365,127430,Oatwin,MMR007013
 Employee (Government),828,1001,1829,Htantapin,MMR007014
" Employee (Private, Org)",12682,7656,20338,Htantapin,MMR007014
 Employer,3895,894,4789,Htantapin,MMR007014
 Own account worker,9016,3439,12455,Htantapin,MMR007014
 Contributing family worker,3368,5790,9158,Htantapin,MMR007014
 Sought work,1367,907,2274,Htantapin,MMR007014
 Did not seek work,144,63,207,Htantapin,MMR007014
 Full time student,6672,7194,13866,Htantapin,MMR007014
 Household work,443,18196,18639,Htantapin,MMR007014
" Pensioner, retired, elderly person",1883,2845,4728,Htantapin,MMR007014
" Ill, disabled",363,332,695,Htantapin,MMR007014
 Other,2196,1465,3661,Htantapin,MMR007014
 Total,42857,49782,92639,Htantapin,MMR007014
 Employee (Government),5876,4887,10763,Pyay,MMR008001
" Employee (Private, Org)",25193,12796,37989,Pyay,MMR008001
 Employer,3360,1301,4661,Pyay,MMR008001
 Own account worker,29402,14948,44350,Pyay,MMR008001
 Contributing family worker,5790,6651,12441,Pyay,MMR008001
 Sought work,2739,2014,4753,Pyay,MMR008001
 Did not seek work,552,366,918,Pyay,MMR008001
 Full time student,13468,14238,27706,Pyay,MMR008001
 Household work,1262,44909,46171,Pyay,MMR008001
" Pensioner, retired, elderly person",6626,8390,15016,Pyay,MMR008001
" Ill, disabled",773,662,1435,Pyay,MMR008001
 Other,7993,4658,12651,Pyay,MMR008001
 Total,103034,115820,218854,Pyay,MMR008001
 Employee (Government),1430,1150,2580,Paukkhaung,MMR008002
" Employee (Private, Org)",8530,4377,12907,Paukkhaung,MMR008002
 Employer,1691,388,2079,Paukkhaung,MMR008002
 Own account worker,21350,5214,26564,Paukkhaung,MMR008002
 Contributing family worker,7050,8403,15453,Paukkhaung,MMR008002
 Sought work,902,837,1739,Paukkhaung,MMR008002
 Did not seek work,170,114,284,Paukkhaung,MMR008002
 Full time student,4426,4853,9279,Paukkhaung,MMR008002
 Household work,648,24003,24651,Paukkhaung,MMR008002
" Pensioner, retired, elderly person",2791,3665,6456,Paukkhaung,MMR008002
" Ill, disabled",300,261,561,Paukkhaung,MMR008002
 Other,2153,1187,3340,Paukkhaung,MMR008002
 Total,51441,54452,105893,Paukkhaung,MMR008002
 Employee (Government),8379,4811,13190,Padaung,MMR008003
" Employee (Private, Org)",8092,3690,11782,Padaung,MMR008003
 Employer,1166,451,1617,Padaung,MMR008003
 Own account worker,19404,8633,28037,Padaung,MMR008003
 Contributing family worker,3814,7377,11191,Padaung,MMR008003
 Sought work,1270,1232,2502,Padaung,MMR008003
 Did not seek work,139,141,280,Padaung,MMR008003
 Full time student,6529,6898,13427,Padaung,MMR008003
 Household work,702,23511,24213,Padaung,MMR008003
" Pensioner, retired, elderly person",4254,4786,9040,Padaung,MMR008003
" Ill, disabled",452,422,874,Padaung,MMR008003
 Other,4379,2550,6929,Padaung,MMR008003
 Total,58580,64502,123082,Padaung,MMR008003
 Employee (Government),1285,1095,2380,Paunde,MMR008004
" Employee (Private, Org)",13265,7426,20691,Paunde,MMR008004
 Employer,2521,808,3329,Paunde,MMR008004
 Own account worker,19461,6618,26079,Paunde,MMR008004
 Contributing family worker,5383,7046,12429,Paunde,MMR008004
 Sought work,1184,972,2156,Paunde,MMR008004
 Did not seek work,171,91,262,Paunde,MMR008004
 Full time student,4921,4920,9841,Paunde,MMR008004
 Household work,568,25554,26122,Paunde,MMR008004
" Pensioner, retired, elderly person",3443,4760,8203,Paunde,MMR008004
" Ill, disabled",431,418,849,Paunde,MMR008004
 Other,4023,2435,6458,Paunde,MMR008004
 Total,56656,62143,118799,Paunde,MMR008004
 Employee (Government),2190,1370,3560,Thegon,MMR008005
" Employee (Private, Org)",9401,5682,15083,Thegon,MMR008005
 Employer,2090,784,2874,Thegon,MMR008005
 Own account worker,20305,8561,28866,Thegon,MMR008005
 Contributing family worker,4375,8544,12919,Thegon,MMR008005
 Sought work,874,812,1686,Thegon,MMR008005
 Did not seek work,102,56,158,Thegon,MMR008005
 Full time student,4924,5043,9967,Thegon,MMR008005
 Household work,590,22352,22942,Thegon,MMR008005
" Pensioner, retired, elderly person",3227,4384,7611,Thegon,MMR008005
" Ill, disabled",371,360,731,Thegon,MMR008005
 Other,5015,3171,8186,Thegon,MMR008005
 Total,53464,61119,114583,Thegon,MMR008005
 Employee (Government),2715,2404,5119,Shwedaung,MMR008006
" Employee (Private, Org)",10816,6724,17540,Shwedaung,MMR008006
 Employer,2964,857,3821,Shwedaung,MMR008006
 Own account worker,14420,7386,21806,Shwedaung,MMR008006
 Contributing family worker,3428,5375,8803,Shwedaung,MMR008006
 Sought work,1228,1056,2284,Shwedaung,MMR008006
 Did not seek work,135,97,232,Shwedaung,MMR008006
 Full time student,4893,5122,10015,Shwedaung,MMR008006
 Household work,584,21219,21803,Shwedaung,MMR008006
" Pensioner, retired, elderly person",3172,3967,7139,Shwedaung,MMR008006
" Ill, disabled",414,446,860,Shwedaung,MMR008006
 Other,3524,2232,5756,Shwedaung,MMR008006
 Total,48293,56885,105178,Shwedaung,MMR008006
 Employee (Government),2055,1904,3959,Tharyarwaddy,MMR008007
" Employee (Private, Org)",16780,6081,22861,Tharyarwaddy,MMR008007
 Employer,5146,808,5954,Tharyarwaddy,MMR008007
 Own account worker,13964,5136,19100,Tharyarwaddy,MMR008007
 Contributing family worker,4160,3579,7739,Tharyarwaddy,MMR008007
 Sought work,2676,1740,4416,Tharyarwaddy,MMR008007
 Did not seek work,290,154,444,Tharyarwaddy,MMR008007
 Full time student,6735,7059,13794,Tharyarwaddy,MMR008007
 Household work,807,31745,32552,Tharyarwaddy,MMR008007
" Pensioner, retired, elderly person",3150,4666,7816,Tharyarwaddy,MMR008007
" Ill, disabled",546,442,988,Tharyarwaddy,MMR008007
 Other,2477,1167,3644,Tharyarwaddy,MMR008007
 Total,58786,64481,123267,Tharyarwaddy,MMR008007
 Employee (Government),1471,1505,2976,Letpadan,MMR008008
" Employee (Private, Org)",17728,7335,25063,Letpadan,MMR008008
 Employer,7872,1921,9793,Letpadan,MMR008008
 Own account worker,13661,5520,19181,Letpadan,MMR008008
 Contributing family worker,4220,4416,8636,Letpadan,MMR008008
 Sought work,3150,1665,4815,Letpadan,MMR008008
 Did not seek work,321,226,547,Letpadan,MMR008008
 Full time student,9148,9055,18203,Letpadan,MMR008008
 Household work,1171,36158,37329,Letpadan,MMR008008
" Pensioner, retired, elderly person",3146,4814,7960,Letpadan,MMR008008
" Ill, disabled",487,507,994,Letpadan,MMR008008
 Other,5000,3144,8144,Letpadan,MMR008008
 Total,67375,76266,143641,Letpadan,MMR008008
 Employee (Government),1266,1015,2281,Minhla,MMR009013
" Employee (Private, Org)",14320,5676,19996,Minhla,MMR009013
 Employer,4037,953,4990,Minhla,MMR009013
 Own account worker,12008,3941,15949,Minhla,MMR009013
 Contributing family worker,2989,2710,5699,Minhla,MMR009013
 Sought work,1482,930,2412,Minhla,MMR009013
 Did not seek work,189,87,276,Minhla,MMR009013
 Full time student,5477,5299,10776,Minhla,MMR009013
 Household work,664,27527,28191,Minhla,MMR009013
" Pensioner, retired, elderly person",2446,3881,6327,Minhla,MMR009013
" Ill, disabled",378,363,741,Minhla,MMR009013
 Other,2716,1183,3899,Minhla,MMR009013
 Total,47972,53565,101537,Minhla,MMR009013
 Employee (Government),1057,1180,2237,Okpo,MMR008010
" Employee (Private, Org)",14680,4268,18948,Okpo,MMR008010
 Employer,3181,579,3760,Okpo,MMR008010
 Own account worker,13741,4038,17779,Okpo,MMR008010
 Contributing family worker,3470,1988,5458,Okpo,MMR008010
 Sought work,2204,1630,3834,Okpo,MMR008010
 Did not seek work,248,214,462,Okpo,MMR008010
 Full time student,5643,5722,11365,Okpo,MMR008010
 Household work,572,30599,31171,Okpo,MMR008010
" Pensioner, retired, elderly person",2809,4160,6969,Okpo,MMR008010
" Ill, disabled",406,363,769,Okpo,MMR008010
 Other,2100,1000,3100,Okpo,MMR008010
 Total,50111,55741,105852,Okpo,MMR008010
 Employee (Government),751,826,1577,Zigon,MMR008011
" Employee (Private, Org)",6963,1953,8916,Zigon,MMR008011
 Employer,2130,273,2403,Zigon,MMR008011
 Own account worker,7713,1892,9605,Zigon,MMR008011
 Contributing family worker,1018,1118,2136,Zigon,MMR008011
 Sought work,1465,883,2348,Zigon,MMR008011
 Did not seek work,175,78,253,Zigon,MMR008011
 Full time student,2510,2619,5129,Zigon,MMR008011
 Household work,370,17634,18004,Zigon,MMR008011
" Pensioner, retired, elderly person",1755,2142,3897,Zigon,MMR008011
" Ill, disabled",217,192,409,Zigon,MMR008011
 Other,2142,922,3064,Zigon,MMR008011
 Total,27209,30532,57741,Zigon,MMR008011
 Employee (Government),1289,1444,2733,Nattalin,MMR008012
" Employee (Private, Org)",14046,4430,18476,Nattalin,MMR008012
 Employer,8117,1421,9538,Nattalin,MMR008012
 Own account worker,18477,4466,22943,Nattalin,MMR008012
 Contributing family worker,3580,5086,8666,Nattalin,MMR008012
 Sought work,5072,3048,8120,Nattalin,MMR008012
 Did not seek work,386,159,545,Nattalin,MMR008012
 Full time student,6139,6235,12374,Nattalin,MMR008012
 Household work,1402,42395,43797,Nattalin,MMR008012
" Pensioner, retired, elderly person",4194,5628,9822,Nattalin,MMR008012
" Ill, disabled",476,396,872,Nattalin,MMR008012
 Other,6566,3286,9852,Nattalin,MMR008012
 Total,69744,77994,147738,Nattalin,MMR008012
 Employee (Government),924,929,1853,Monyo,MMR008013
" Employee (Private, Org)",10891,6277,17168,Monyo,MMR008013
 Employer,4978,1573,6551,Monyo,MMR008013
 Own account worker,14560,6407,20967,Monyo,MMR008013
 Contributing family worker,4462,7312,11774,Monyo,MMR008013
 Sought work,2492,1620,4112,Monyo,MMR008013
 Did not seek work,142,98,240,Monyo,MMR008013
 Full time student,5858,5925,11783,Monyo,MMR008013
 Household work,410,20764,21174,Monyo,MMR008013
" Pensioner, retired, elderly person",2699,3888,6587,Monyo,MMR008013
" Ill, disabled",369,353,722,Monyo,MMR008013
 Other,1941,1080,3021,Monyo,MMR008013
 Total,49726,56226,105952,Monyo,MMR008013
 Employee (Government),1321,1194,2515,Gyobingauk,MMR008014
" Employee (Private, Org)",11152,2916,14068,Gyobingauk,MMR008014
 Employer,5222,919,6141,Gyobingauk,MMR008014
 Own account worker,10907,2926,13833,Gyobingauk,MMR008014
 Contributing family worker,2649,2682,5331,Gyobingauk,MMR008014
 Sought work,3822,2282,6104,Gyobingauk,MMR008014
 Did not seek work,125,77,202,Gyobingauk,MMR008014
 Full time student,4622,4815,9437,Gyobingauk,MMR008014
 Household work,550,29529,30079,Gyobingauk,MMR008014
" Pensioner, retired, elderly person",2599,3847,6446,Gyobingauk,MMR008014
" Ill, disabled",339,314,653,Gyobingauk,MMR008014
 Other,3981,2067,6048,Gyobingauk,MMR008014
 Total,47289,53568,100857,Gyobingauk,MMR008014
 Employee (Government),6924,5678,12602,Magway,MMR009001
" Employee (Private, Org)",30545,20138,50683,Magway,MMR009001
 Employer,5399,2374,7773,Magway,MMR009001
 Own account worker,26242,14740,40982,Magway,MMR009001
 Contributing family worker,7895,12637,20532,Magway,MMR009001
 Sought work,2064,1712,3776,Magway,MMR009001
 Did not seek work,377,241,618,Magway,MMR009001
 Full time student,16232,16834,33066,Magway,MMR009001
 Household work,1322,42172,43494,Magway,MMR009001
" Pensioner, retired, elderly person",6424,8825,15249,Magway,MMR009001
" Ill, disabled",913,831,1744,Magway,MMR009001
 Other,6173,3936,10109,Magway,MMR009001
 Total,110510,130118,240628,Magway,MMR009001
 Employee (Government),2330,1732,4062,Yenangyoung,MMR009002
" Employee (Private, Org)",9632,6661,16293,Yenangyoung,MMR009002
 Employer,2264,1047,3311,Yenangyoung,MMR009002
 Own account worker,12491,7434,19925,Yenangyoung,MMR009002
 Contributing family worker,4308,6430,10738,Yenangyoung,MMR009002
 Sought work,1480,1310,2790,Yenangyoung,MMR009002
 Did not seek work,238,128,366,Yenangyoung,MMR009002
 Full time student,8768,8829,17597,Yenangyoung,MMR009002
 Household work,712,22173,22885,Yenangyoung,MMR009002
" Pensioner, retired, elderly person",3805,5357,9162,Yenangyoung,MMR009002
" Ill, disabled",576,563,1139,Yenangyoung,MMR009002
 Other,1961,759,2720,Yenangyoung,MMR009002
 Total,48565,62423,110988,Yenangyoung,MMR009002
 Employee (Government),3582,2673,6255,Chauk,MMR009003
" Employee (Private, Org)",13183,8841,22024,Chauk,MMR009003
 Employer,2364,1017,3381,Chauk,MMR009003
 Own account worker,17687,10765,28452,Chauk,MMR009003
 Contributing family worker,4380,7436,11816,Chauk,MMR009003
 Sought work,2261,1903,4164,Chauk,MMR009003
 Did not seek work,238,125,363,Chauk,MMR009003
 Full time student,11663,11522,23185,Chauk,MMR009003
 Household work,1217,32490,33707,Chauk,MMR009003
" Pensioner, retired, elderly person",5072,6481,11553,Chauk,MMR009003
" Ill, disabled",576,549,1125,Chauk,MMR009003
 Other,4585,3378,7963,Chauk,MMR009003
 Total,66808,87180,153988,Chauk,MMR009003
 Employee (Government),3729,2736,6465,Taungdwingyi,MMR009004
" Employee (Private, Org)",13055,8317,21372,Taungdwingyi,MMR009004
 Employer,4062,1610,5672,Taungdwingyi,MMR009004
 Own account worker,37455,16944,54399,Taungdwingyi,MMR009004
 Contributing family worker,13289,25978,39267,Taungdwingyi,MMR009004
 Sought work,1959,1618,3577,Taungdwingyi,MMR009004
 Did not seek work,326,160,486,Taungdwingyi,MMR009004
 Full time student,14366,14283,28649,Taungdwingyi,MMR009004
 Household work,1654,32297,33951,Taungdwingyi,MMR009004
" Pensioner, retired, elderly person",5255,7822,13077,Taungdwingyi,MMR009004
" Ill, disabled",715,761,1476,Taungdwingyi,MMR009004
 Other,3737,2146,5883,Taungdwingyi,MMR009004
 Total,99602,114672,214274,Taungdwingyi,MMR009004
 Employee (Government),1440,1227,2667,Myothit,MMR009005
" Employee (Private, Org)",7526,6661,14187,Myothit,MMR009005
 Employer,9299,3214,12513,Myothit,MMR009005
 Own account worker,16299,7991,24290,Myothit,MMR009005
 Contributing family worker,7979,15355,23334,Myothit,MMR009005
 Sought work,1012,838,1850,Myothit,MMR009005
 Did not seek work,79,64,143,Myothit,MMR009005
 Full time student,9132,8785,17917,Myothit,MMR009005
 Household work,780,19884,20664,Myothit,MMR009005
" Pensioner, retired, elderly person",2655,4413,7068,Myothit,MMR009005
" Ill, disabled",444,534,978,Myothit,MMR009005
 Other,1302,478,1780,Myothit,MMR009005
 Total,57947,69444,127391,Myothit,MMR009005
 Employee (Government),1727,1085,2812,Natmauk,MMR009006
" Employee (Private, Org)",7399,6872,14271,Natmauk,MMR009006
 Employer,12501,6366,18867,Natmauk,MMR009006
 Own account worker,20806,16428,37234,Natmauk,MMR009006
 Contributing family worker,10120,25312,35432,Natmauk,MMR009006
 Sought work,1343,1192,2535,Natmauk,MMR009006
 Did not seek work,140,65,205,Natmauk,MMR009006
 Full time student,11394,11796,23190,Natmauk,MMR009006
 Household work,816,18143,18959,Natmauk,MMR009006
" Pensioner, retired, elderly person",3811,6070,9881,Natmauk,MMR009006
" Ill, disabled",669,725,1394,Natmauk,MMR009006
 Other,2389,759,3148,Natmauk,MMR009006
 Total,73115,94813,167928,Natmauk,MMR009006
 Employee (Government),4999,2544,7543,Minbu,MMR009007
" Employee (Private, Org)",17563,12259,29822,Minbu,MMR009007
 Employer,2369,952,3321,Minbu,MMR009007
 Own account worker,20831,13253,34084,Minbu,MMR009007
 Contributing family worker,5466,9276,14742,Minbu,MMR009007
 Sought work,1890,1536,3426,Minbu,MMR009007
 Did not seek work,250,123,373,Minbu,MMR009007
 Full time student,10023,10583,20606,Minbu,MMR009007
 Household work,890,25911,26801,Minbu,MMR009007
" Pensioner, retired, elderly person",4306,5899,10205,Minbu,MMR009007
" Ill, disabled",544,574,1118,Minbu,MMR009007
 Other,3264,1468,4732,Minbu,MMR009007
 Total,72395,84378,156773,Minbu,MMR009007
 Employee (Government),1897,2291,4188,Pwint Phyu,MMR009008
" Employee (Private, Org)",18577,16420,34997,Pwint Phyu,MMR009008
 Employer,4819,2122,6941,Pwint Phyu,MMR009008
 Own account worker,19038,12582,31620,Pwint Phyu,MMR009008
 Contributing family worker,4881,13157,18038,Pwint Phyu,MMR009008
 Sought work,290,328,618,Pwint Phyu,MMR009008
 Did not seek work,41,13,54,Pwint Phyu,MMR009008
 Full time student,7762,8052,15814,Pwint Phyu,MMR009008
 Household work,673,13219,13892,Pwint Phyu,MMR009008
" Pensioner, retired, elderly person",2388,3550,5938,Pwint Phyu,MMR009008
" Ill, disabled",486,485,971,Pwint Phyu,MMR009008
 Other,1452,468,1920,Pwint Phyu,MMR009008
 Total,62304,72687,134991,Pwint Phyu,MMR009008
 Employee (Government),1331,896,2227,Ngape,MMR009009
" Employee (Private, Org)",1967,972,2939,Ngape,MMR009009
 Employer,312,103,415,Ngape,MMR009009
 Own account worker,9190,4095,13285,Ngape,MMR009009
 Contributing family worker,1998,3186,5184,Ngape,MMR009009
 Sought work,373,267,640,Ngape,MMR009009
 Did not seek work,60,24,84,Ngape,MMR009009
 Full time student,2457,2629,5086,Ngape,MMR009009
 Household work,275,7671,7946,Ngape,MMR009009
" Pensioner, retired, elderly person",1054,1645,2699,Ngape,MMR009009
" Ill, disabled",116,106,222,Ngape,MMR009009
 Other,531,277,808,Ngape,MMR009009
 Total,19664,21871,41535,Ngape,MMR009009
 Employee (Government),2160,1672,3832,Salin,MMR009010
" Employee (Private, Org)",18978,16951,35929,Salin,MMR009010
 Employer,4605,2014,6619,Salin,MMR009010
 Own account worker,29361,18205,47566,Salin,MMR009010
 Contributing family worker,10599,21865,32464,Salin,MMR009010
 Sought work,1267,1355,2622,Salin,MMR009010
