Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Temporary Registration Card (white),43,84,127,Zigon,MMR008011
 Foreign Registration Card (FRC),12,1,13,Zigon,MMR008011
 Foreign Passport,7,7,14,Zigon,MMR008011
 None,2722,13752,16474,Zigon,MMR008011
 Child under 10 years,2140,7642,9782,Zigon,MMR008011
 Total,15233,52290,67523,Zigon,MMR008011
 Citizenship Scrutiny Card (pink),13004,83848,96852,Nattalin,MMR008012
 Associate Scrutiny Card (blue),14,43,57,Nattalin,MMR008012
 Naturalised Scrutiny Card (green),22,235,257,Nattalin,MMR008012
 National Registration Card (3-fold),94,1192,1286,Nattalin,MMR008012
 Religious card,295,479,774,Nattalin,MMR008012
 Temporary Registration Card (white),60,342,402,Nattalin,MMR008012
 Foreign Registration Card (FRC),5,2,7,Nattalin,MMR008012
 Foreign Passport,5,34,39,Nattalin,MMR008012
 None,3007,45057,48064,Nattalin,MMR008012
 Child under 10 years,2423,21980,24403,Nattalin,MMR008012
 Total,18929,153212,172141,Nattalin,MMR008012
 Citizenship Scrutiny Card (pink),6171,60826,66997,Monyo,MMR008013
 Associate Scrutiny Card (blue),2,35,37,Monyo,MMR008013
 Naturalised Scrutiny Card (green),30,238,268,Monyo,MMR008013
 National Registration Card (3-fold),44,886,930,Monyo,MMR008013
 Religious card,67,260,327,Monyo,MMR008013
 Temporary Registration Card (white),11,76,87,Monyo,MMR008013
 Foreign Registration Card (FRC),20,7,27,Monyo,MMR008013
 Foreign Passport,1,8,9,Monyo,MMR008013
 None,1661,35609,37270,Monyo,MMR008013
 Child under 10 years,1450,20168,21618,Monyo,MMR008013
 Total,9457,118113,127570,Monyo,MMR008013
 Citizenship Scrutiny Card (pink),15781,54437,70218,Gyobingauk,MMR008014
 Associate Scrutiny Card (blue),44,10,54,Gyobingauk,MMR008014
 Naturalised Scrutiny Card (green),117,200,317,Gyobingauk,MMR008014
 National Registration Card (3-fold),38,542,580,Gyobingauk,MMR008014
 Religious card,377,321,698,Gyobingauk,MMR008014
 Temporary Registration Card (white),36,117,153,Gyobingauk,MMR008014
 Foreign Registration Card (FRC),30,-,30,Gyobingauk,MMR008014
 Foreign Passport,12,11,23,Gyobingauk,MMR008014
 None,3520,25264,28784,Gyobingauk,MMR008014
 Child under 10 years,2992,13584,16576,Gyobingauk,MMR008014
 Total,22947,94486,117433,Gyobingauk,MMR008014
 Citizenship Scrutiny Card (pink),69804,117211,187015,Magway,MMR009001
 Associate Scrutiny Card (blue),55,33,88,Magway,MMR009001
 Naturalised Scrutiny Card (green),104,349,453,Magway,MMR009001
 National Registration Card (3-fold),314,3899,4213,Magway,MMR009001
 Religious card,698,982,1680,Magway,MMR009001
 Temporary Registration Card (white),78,120,198,Magway,MMR009001
 Foreign Registration Card (FRC),9,2,11,Magway,MMR009001
 Foreign Passport,35,27,62,Magway,MMR009001
 None,9839,37069,46908,Magway,MMR009001
 Child under 10 years,13102,35517,48619,Magway,MMR009001
 Total,94038,195209,289247,Magway,MMR009001
 Citizenship Scrutiny Card (pink),31466,53423,84889,Yenangyoung,MMR009002
 Associate Scrutiny Card (blue),44,19,63,Yenangyoung,MMR009002
 Naturalised Scrutiny Card (green),82,117,199,Yenangyoung,MMR009002
 National Registration Card (3-fold),302,1179,1481,Yenangyoung,MMR009002
 Religious card,450,284,734,Yenangyoung,MMR009002
 Temporary Registration Card (white),27,50,77,Yenangyoung,MMR009002
 Foreign Registration Card (FRC),27,-,27,Yenangyoung,MMR009002
 Foreign Passport,10,71,81,Yenangyoung,MMR009002
 None,6253,17184,23437,Yenangyoung,MMR009002
 Child under 10 years,6459,16780,23239,Yenangyoung,MMR009002
 Total,45120,89107,134227,Yenangyoung,MMR009002
 Citizenship Scrutiny Card (pink),32341,85031,117372,Chauk,MMR009003
 Associate Scrutiny Card (blue),63,21,84,Chauk,MMR009003
 Naturalised Scrutiny Card (green),90,129,219,Chauk,MMR009003
 National Registration Card (3-fold),106,842,948,Chauk,MMR009003
 Religious card,462,469,931,Chauk,MMR009003
 Temporary Registration Card (white),128,221,349,Chauk,MMR009003
 Foreign Registration Card (FRC),16,2,18,Chauk,MMR009003
 Foreign Passport,15,7,22,Chauk,MMR009003
 None,5622,28423,34045,Chauk,MMR009003
 Child under 10 years,6233,24968,31201,Chauk,MMR009003
 Total,45076,140113,185189,Chauk,MMR009003
 Citizenship Scrutiny Card (pink),31369,138287,169656,Taungdwingyi,MMR009004
 Associate Scrutiny Card (blue),85,44,129,Taungdwingyi,MMR009004
 Naturalised Scrutiny Card (green),143,207,350,Taungdwingyi,MMR009004
 National Registration Card (3-fold),177,2394,2571,Taungdwingyi,MMR009004
 Religious card,241,563,804,Taungdwingyi,MMR009004
 Temporary Registration Card (white),45,150,195,Taungdwingyi,MMR009004
 Foreign Registration Card (FRC),14,-,14,Taungdwingyi,MMR009004
 Foreign Passport,19,30,49,Taungdwingyi,MMR009004
 None,6331,34175,40506,Taungdwingyi,MMR009004
 Child under 10 years,7599,37987,45586,Taungdwingyi,MMR009004
 Total,46023,213837,259860,Taungdwingyi,MMR009004
 Citizenship Scrutiny Card (pink),5962,96395,102357,Myothit,MMR009005
 Associate Scrutiny Card (blue),2,26,28,Myothit,MMR009005
 Naturalised Scrutiny Card (green),9,167,176,Myothit,MMR009005
 National Registration Card (3-fold),12,1188,1200,Myothit,MMR009005
 Religious card,33,402,435,Myothit,MMR009005
 Temporary Registration Card (white),23,71,94,Myothit,MMR009005
 Foreign Registration Card (FRC),3,-,3,Myothit,MMR009005
 Foreign Passport,-,20,20,Myothit,MMR009005
 None,681,22397,23078,Myothit,MMR009005
 Child under 10 years,1355,30765,32120,Myothit,MMR009005
 Total,8080,151431,159511,Myothit,MMR009005
 Citizenship Scrutiny Card (pink),10420,121806,132226,Natmauk,MMR009006
 Associate Scrutiny Card (blue),18,26,44,Natmauk,MMR009006
 Naturalised Scrutiny Card (green),36,266,302,Natmauk,MMR009006
 National Registration Card (3-fold),56,1344,1400,Natmauk,MMR009006
 Religious card,71,652,723,Natmauk,MMR009006
 Temporary Registration Card (white),26,133,159,Natmauk,MMR009006
 Foreign Registration Card (FRC),2,2,4,Natmauk,MMR009006
 Foreign Passport,2,24,26,Natmauk,MMR009006
 None,1833,31211,33044,Natmauk,MMR009006
 Child under 10 years,2273,36795,39068,Natmauk,MMR009006
 Total,14737,192259,206996,Natmauk,MMR009006
 Citizenship Scrutiny Card (pink),25521,89470,114991,Minbu,MMR009007
 Associate Scrutiny Card (blue),27,47,74,Minbu,MMR009007
 Naturalised Scrutiny Card (green),99,263,362,Minbu,MMR009007
 National Registration Card (3-fold),637,3040,3677,Minbu,MMR009007
 Religious card,334,549,883,Minbu,MMR009007
 Temporary Registration Card (white),90,138,228,Minbu,MMR009007
 Foreign Registration Card (FRC),5,1,6,Minbu,MMR009007
 Foreign Passport,12,19,31,Minbu,MMR009007
 None,6697,29824,36521,Minbu,MMR009007
 Child under 10 years,6137,25272,31409,Minbu,MMR009007
 Total,39559,148623,188182,Minbu,MMR009007
 Citizenship Scrutiny Card (pink),4588,93342,97930,Pwint Phyu,MMR009008
 Associate Scrutiny Card (blue),-,40,40,Pwint Phyu,MMR009008
 Naturalised Scrutiny Card (green),2,158,160,Pwint Phyu,MMR009008
 National Registration Card (3-fold),5,974,979,Pwint Phyu,MMR009008
 Religious card,42,618,660,Pwint Phyu,MMR009008
 Temporary Registration Card (white),4,160,164,Pwint Phyu,MMR009008
 Foreign Registration Card (FRC),6,1,7,Pwint Phyu,MMR009008
 Foreign Passport,1,20,21,Pwint Phyu,MMR009008
 None,775,34255,35030,Pwint Phyu,MMR009008
 Child under 10 years,927,27774,28701,Pwint Phyu,MMR009008
 Total,6350,157342,163692,Pwint Phyu,MMR009008
 Citizenship Scrutiny Card (pink),3127,31829,34956,Ngape,MMR009009
 Associate Scrutiny Card (blue),1,6,7,Ngape,MMR009009
 Naturalised Scrutiny Card (green),4,41,45,Ngape,MMR009009
 National Registration Card (3-fold),1,49,50,Ngape,MMR009009
 Religious card,41,148,189,Ngape,MMR009009
 Temporary Registration Card (white),-,34,34,Ngape,MMR009009
 Foreign Passport,-,11,11,Ngape,MMR009009
 None,326,5917,6243,Ngape,MMR009009
 Child under 10 years,565,10042,10607,Ngape,MMR009009
 Total,4065,48077,52142,Ngape,MMR009009
 Citizenship Scrutiny Card (pink),8630,123064,131694,Salin,MMR009010
 Associate Scrutiny Card (blue),5,59,64,Salin,MMR009010
 Naturalised Scrutiny Card (green),36,376,412,Salin,MMR009010
 National Registration Card (3-fold),189,4501,4690,Salin,MMR009010
 Religious card,162,816,978,Salin,MMR009010
 Temporary Registration Card (white),4,328,332,Salin,MMR009010
 Foreign Registration Card (FRC),1,12,13,Salin,MMR009010
 Foreign Passport,-,58,58,Salin,MMR009010
 None,1577,55355,56932,Salin,MMR009010
 Child under 10 years,1554,39306,40860,Salin,MMR009010
 Total,12158,223875,236033,Salin,MMR009010
 Citizenship Scrutiny Card (pink),4896,27159,32055,Saytottara,MMR009011
 Associate Scrutiny Card (blue),-,6,6,Saytottara,MMR009011
 Naturalised Scrutiny Card (green),10,23,33,Saytottara,MMR009011
 National Registration Card (3-fold),44,86,130,Saytottara,MMR009011
 Religious card,35,179,214,Saytottara,MMR009011
 Temporary Registration Card (white),23,21,44,Saytottara,MMR009011
 Foreign Passport,-,6,6,Saytottara,MMR009011
 None,481,5471,5952,Saytottara,MMR009011
 Child under 10 years,1025,8061,9086,Saytottara,MMR009011
 Total,6514,41012,47526,Saytottara,MMR009011
 Citizenship Scrutiny Card (pink),14889,60202,75091,Thayet,MMR009012
 Associate Scrutiny Card (blue),16,10,26,Thayet,MMR009012
 Naturalised Scrutiny Card (green),55,78,133,Thayet,MMR009012
 National Registration Card (3-fold),140,948,1088,Thayet,MMR009012
 Religious card,133,330,463,Thayet,MMR009012
 Temporary Registration Card (white),23,68,91,Thayet,MMR009012
 Foreign Registration Card (FRC),50,59,109,Thayet,MMR009012
 Foreign Passport,3,8,11,Thayet,MMR009012
 None,2204,10133,12337,Thayet,MMR009012
 Child under 10 years,2738,12260,14998,Thayet,MMR009012
 Total,20251,84096,104347,Thayet,MMR009012
 Citizenship Scrutiny Card (pink),8592,83868,92460,Minhla,MMR009013
 Associate Scrutiny Card (blue),12,26,38,Minhla,MMR009013
 Naturalised Scrutiny Card (green),12,149,161,Minhla,MMR009013
 National Registration Card (3-fold),113,723,836,Minhla,MMR009013
 Religious card,38,362,400,Minhla,MMR009013
 Temporary Registration Card (white),6,164,170,Minhla,MMR009013
 Foreign Registration Card (FRC),24,-,24,Minhla,MMR009013
 Foreign Passport,2,33,35,Minhla,MMR009013
 None,1824,27210,29034,Minhla,MMR009013
 Child under 10 years,1887,21037,22924,Minhla,MMR009013
 Total,12510,133572,146082,Minhla,MMR009013
 Citizenship Scrutiny Card (pink),3759,41376,45135,Mindon,MMR009014
 Associate Scrutiny Card (blue),-,6,6,Mindon,MMR009014
 Naturalised Scrutiny Card (green),1,30,31,Mindon,MMR009014
 National Registration Card (3-fold),5,111,116,Mindon,MMR009014
 Religious card,39,220,259,Mindon,MMR009014
 Temporary Registration Card (white),2,64,66,Mindon,MMR009014
 Foreign Passport,-,2,2,Mindon,MMR009014
 None,212,4995,5207,Mindon,MMR009014
 Child under 10 years,576,7959,8535,Mindon,MMR009014
 Total,4594,54763,59357,Mindon,MMR009014
 Citizenship Scrutiny Card (pink),3782,47039,50821,Kamma,MMR009015
 Associate Scrutiny Card (blue),3,14,17,Kamma,MMR009015
 Naturalised Scrutiny Card (green),18,54,72,Kamma,MMR009015
 National Registration Card (3-fold),15,159,174,Kamma,MMR009015
 Religious card,27,226,253,Kamma,MMR009015
 Temporary Registration Card (white),7,34,41,Kamma,MMR009015
 Foreign Registration Card (FRC),-,2,2,Kamma,MMR009015
 Foreign Passport,-,6,6,Kamma,MMR009015
 None,658,12344,13002,Kamma,MMR009015
 Child under 10 years,692,10115,10807,Kamma,MMR009015
 Total,5202,69993,75195,Kamma,MMR009015
 Citizenship Scrutiny Card (pink),32872,94776,127648,Aunglan,MMR009016
 Associate Scrutiny Card (blue),109,57,166,Aunglan,MMR009016
 Naturalised Scrutiny Card (green),227,237,464,Aunglan,MMR009016
 National Registration Card (3-fold),473,3287,3760,Aunglan,MMR009016
 Religious card,426,501,927,Aunglan,MMR009016
 Temporary Registration Card (white),90,149,239,Aunglan,MMR009016
 Foreign Registration Card (FRC),19,1,20,Aunglan,MMR009016
 Foreign Passport,15,52,67,Aunglan,MMR009016
 None,9989,53431,63420,Aunglan,MMR009016
 Child under 10 years,8267,30244,38511,Aunglan,MMR009016
 Total,52487,182735,235222,Aunglan,MMR009016
 Citizenship Scrutiny Card (pink),3480,73311,76791,Sinpaungwe`,MMR009017
 Associate Scrutiny Card (blue),9,11,20,Sinpaungwe`,MMR009017
 Naturalised Scrutiny Card (green),2,88,90,Sinpaungwe`,MMR009017
 National Registration Card (3-fold),41,898,939,Sinpaungwe`,MMR009017
 Religious card,42,300,342,Sinpaungwe`,MMR009017
 Temporary Registration Card (white),1,43,44,Sinpaungwe`,MMR009017
 Foreign Registration Card (FRC),1,-,1,Sinpaungwe`,MMR009017
 Foreign Passport,-,6,6,Sinpaungwe`,MMR009017
 None,779,18266,19045,Sinpaungwe`,MMR009017
 Child under 10 years,734,19832,20566,Sinpaungwe`,MMR009017
 Total,5089,112755,117844,Sinpaungwe`,MMR009017
 Citizenship Scrutiny Card (pink),63165,128931,192096,Pakokku,MMR009018
 Associate Scrutiny Card (blue),67,30,97,Pakokku,MMR009018
 Naturalised Scrutiny Card (green),99,240,339,Pakokku,MMR009018
 National Registration Card (3-fold),285,1478,1763,Pakokku,MMR009018
 Religious card,1119,729,1848,Pakokku,MMR009018
 Temporary Registration Card (white),56,207,263,Pakokku,MMR009018
 Foreign Registration Card (FRC),3,3,6,Pakokku,MMR009018
 Foreign Passport,8,67,75,Pakokku,MMR009018
 None,12067,31940,44007,Pakokku,MMR009018
 Child under 10 years,13973,35672,49645,Pakokku,MMR009018
 Total,90842,199297,290139,Pakokku,MMR009018
 Citizenship Scrutiny Card (pink),15496,119936,135432,Yesagyo,MMR009019
 Associate Scrutiny Card (blue),3,30,33,Yesagyo,MMR009019
 Naturalised Scrutiny Card (green),19,211,230,Yesagyo,MMR009019
 National Registration Card (3-fold),68,1033,1101,Yesagyo,MMR009019
 Religious card,187,784,971,Yesagyo,MMR009019
 Temporary Registration Card (white),34,74,108,Yesagyo,MMR009019
 Foreign Registration Card (FRC),1,3,4,Yesagyo,MMR009019
 Foreign Passport,1,30,31,Yesagyo,MMR009019
 None,3460,35401,38861,Yesagyo,MMR009019
 Child under 10 years,4060,34521,38581,Yesagyo,MMR009019
 Total,23329,192023,215352,Yesagyo,MMR009019
 Citizenship Scrutiny Card (pink),5856,127405,133261,Myaing,MMR009020
 Associate Scrutiny Card (blue),-,29,29,Myaing,MMR009020
 Naturalised Scrutiny Card (green),-,211,211,Myaing,MMR009020
 National Registration Card (3-fold),21,1825,1846,Myaing,MMR009020
 Religious card,51,719,770,Myaing,MMR009020
 Temporary Registration Card (white),1,71,72,Myaing,MMR009020
 Foreign Registration Card (FRC),1,-,1,Myaing,MMR009020
 Foreign Passport,-,80,80,Myaing,MMR009020
 None,633,46340,46973,Myaing,MMR009020
 Child under 10 years,1143,41385,42528,Myaing,MMR009020
 Total,7706,218065,225771,Myaing,MMR009020
 Citizenship Scrutiny Card (pink),5410,98225,103635,Pauk,MMR009021
 Associate Scrutiny Card (blue),2,13,15,Pauk,MMR009021
 Naturalised Scrutiny Card (green),4,67,71,Pauk,MMR009021
 National Registration Card (3-fold),-,176,176,Pauk,MMR009021
 Religious card,62,457,519,Pauk,MMR009021
 Temporary Registration Card (white),2,216,218,Pauk,MMR009021
 Foreign Registration Card (FRC),2,2,4,Pauk,MMR009021
 Foreign Passport,-,34,34,Pauk,MMR009021
 None,658,30160,30818,Pauk,MMR009021
 Child under 10 years,1146,34878,36024,Pauk,MMR009021
 Total,7286,164228,171514,Pauk,MMR009021
 Citizenship Scrutiny Card (pink),6407,57054,63461,Seikphyu,MMR009022
 Associate Scrutiny Card (blue),6,7,13,Seikphyu,MMR009022
 Naturalised Scrutiny Card (green),10,80,90,Seikphyu,MMR009022
 National Registration Card (3-fold),27,293,320,Seikphyu,MMR009022
 Religious card,60,272,332,Seikphyu,MMR009022
 Temporary Registration Card (white),1,61,62,Seikphyu,MMR009022
 Foreign Registration Card (FRC),1,-,1,Seikphyu,MMR009022
 Foreign Passport,1,73,74,Seikphyu,MMR009022
 None,1149,16528,17677,Seikphyu,MMR009022
 Child under 10 years,1419,19320,20739,Seikphyu,MMR009022
 Total,9081,93688,102769,Seikphyu,MMR009022
 Citizenship Scrutiny Card (pink),10254,82020,92274,Gangaw,MMR009023
 Associate Scrutiny Card (blue),1,20,21,Gangaw,MMR009023
 Naturalised Scrutiny Card (green),5,87,92,Gangaw,MMR009023
 National Registration Card (3-fold),14,330,344,Gangaw,MMR009023
 Religious card,57,444,501,Gangaw,MMR009023
 Temporary Registration Card (white),3,71,74,Gangaw,MMR009023
 Foreign Registration Card (FRC),-,7,7,Gangaw,MMR009023
 Foreign Passport,-,11,11,Gangaw,MMR009023
 None,1579,15984,17563,Gangaw,MMR009023
 Child under 10 years,2026,20382,22408,Gangaw,MMR009023
 Total,13939,119356,133295,Gangaw,MMR009023
 Citizenship Scrutiny Card (pink),3362,34731,38093,Htilin,MMR009024
 Associate Scrutiny Card (blue),1,1,2,Htilin,MMR009024
 Naturalised Scrutiny Card (green),-,7,7,Htilin,MMR009024
 National Registration Card (3-fold),1,12,13,Htilin,MMR009024
 Religious card,21,217,238,Htilin,MMR009024
 Temporary Registration Card (white),3,65,68,Htilin,MMR009024
 Foreign Registration Card (FRC),-,1,1,Htilin,MMR009024
 Foreign Passport,3,3,6,Htilin,MMR009024
 None,340,2811,3151,Htilin,MMR009024
 Child under 10 years,791,6496,7287,Htilin,MMR009024
 Total,4522,44344,48866,Htilin,MMR009024
 Citizenship Scrutiny Card (pink),3733,22922,26655,Saw,MMR009025
 Associate Scrutiny Card (blue),2,2,4,Saw,MMR009025
 Naturalised Scrutiny Card (green),1,10,11,Saw,MMR009025
 National Registration Card (3-fold),3,22,25,Saw,MMR009025
 Religious card,16,161,177,Saw,MMR009025
 Temporary Registration Card (white),1,13,14,Saw,MMR009025
 Foreign Passport,-,2,2,Saw,MMR009025
 None,347,2412,2759,Saw,MMR009025
 Child under 10 years,759,5426,6185,Saw,MMR009025
 Total,4862,30970,35832,Saw,MMR009025
 Citizenship Scrutiny Card (pink),3574,22706,26280,Kyaukhtu(ST),MMR009025
 Associate Scrutiny Card (blue),4,4,8,Kyaukhtu(ST),MMR009025
 Naturalised Scrutiny Card (green),-,17,17,Kyaukhtu(ST),MMR009025
 National Registration Card (3-fold),4,34,38,Kyaukhtu(ST),MMR009025
 Religious card,6,91,97,Kyaukhtu(ST),MMR009025
 Temporary Registration Card (white),2,5,7,Kyaukhtu(ST),MMR009025
 None,320,1427,1747,Kyaukhtu(ST),MMR009025
 Child under 10 years,701,3970,4671,Kyaukhtu(ST),MMR009025
 Total,4611,28254,32865,Kyaukhtu(ST),MMR009025
 Citizenship Scrutiny Card (pink),186915,-,186915,Aungmyetharzan,MMR010001
 Associate Scrutiny Card (blue),506,-,506,Aungmyetharzan,MMR010001
 Naturalised Scrutiny Card (green),1070,-,1070,Aungmyetharzan,MMR010001
 National Registration Card (3-fold),1895,-,1895,Aungmyetharzan,MMR010001
 Religious card,4388,-,4388,Aungmyetharzan,MMR010001
 Temporary Registration Card (white),924,-,924,Aungmyetharzan,MMR010001
 Foreign Registration Card (FRC),161,-,161,Aungmyetharzan,MMR010001
 Foreign Passport,337,-,337,Aungmyetharzan,MMR010001
 None,34999,-,34999,Aungmyetharzan,MMR010001
 Child under 10 years,34584,-,34584,Aungmyetharzan,MMR010001
 Total,265779,-,265779,Aungmyetharzan,MMR010001
 Citizenship Scrutiny Card (pink),150903,-,150903,Chanayeharzan,MMR010002
 Associate Scrutiny Card (blue),917,-,917,Chanayeharzan,MMR010002
 Naturalised Scrutiny Card (green),1087,-,1087,Chanayeharzan,MMR010002
 National Registration Card (3-fold),1151,-,1151,Chanayeharzan,MMR010002
 Religious card,3120,-,3120,Chanayeharzan,MMR010002
 Temporary Registration Card (white),447,-,447,Chanayeharzan,MMR010002
