Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Foreign Passport,43,19,62,Magway,MMR009001
 None,19443,27465,46908,Magway,MMR009001
 Child under 10 years,24593,24026,48619,Magway,MMR009001
 Total,135103,154144,289247,Magway,MMR009001
 Citizenship Scrutiny Card (pink),37690,47199,84889,Yenangyoung,MMR009002
 Associate Scrutiny Card (blue),26,37,63,Yenangyoung,MMR009002
 Naturalised Scrutiny Card (green),103,96,199,Yenangyoung,MMR009002
 National Registration Card (3-fold),517,964,1481,Yenangyoung,MMR009002
 Religious card,674,60,734,Yenangyoung,MMR009002
 Temporary Registration Card (white),32,45,77,Yenangyoung,MMR009002
 Foreign Registration Card (FRC),10,17,27,Yenangyoung,MMR009002
 Foreign Passport,67,14,81,Yenangyoung,MMR009002
 None,9446,13991,23437,Yenangyoung,MMR009002
 Child under 10 years,11663,11576,23239,Yenangyoung,MMR009002
 Total,60228,73999,134227,Yenangyoung,MMR009002
 Citizenship Scrutiny Card (pink),51945,65427,117372,Chauk,MMR009003
 Associate Scrutiny Card (blue),45,39,84,Chauk,MMR009003
 Naturalised Scrutiny Card (green),119,100,219,Chauk,MMR009003
 National Registration Card (3-fold),346,602,948,Chauk,MMR009003
 Religious card,825,106,931,Chauk,MMR009003
 Temporary Registration Card (white),104,245,349,Chauk,MMR009003
 Foreign Registration Card (FRC),11,7,18,Chauk,MMR009003
 Foreign Passport,9,13,22,Chauk,MMR009003
 None,13404,20641,34045,Chauk,MMR009003
 Child under 10 years,15577,15624,31201,Chauk,MMR009003
 Total,82385,102804,185189,Chauk,MMR009003
 Citizenship Scrutiny Card (pink),78936,90720,169656,Taungdwingyi,MMR009004
 Associate Scrutiny Card (blue),68,61,129,Taungdwingyi,MMR009004
 Naturalised Scrutiny Card (green),214,136,350,Taungdwingyi,MMR009004
 National Registration Card (3-fold),879,1692,2571,Taungdwingyi,MMR009004
 Religious card,770,34,804,Taungdwingyi,MMR009004
 Temporary Registration Card (white),94,101,195,Taungdwingyi,MMR009004
 Foreign Registration Card (FRC),4,10,14,Taungdwingyi,MMR009004
 Foreign Passport,23,26,49,Taungdwingyi,MMR009004
 None,18614,21892,40506,Taungdwingyi,MMR009004
 Child under 10 years,23104,22482,45586,Taungdwingyi,MMR009004
 Total,122706,137154,259860,Taungdwingyi,MMR009004
 Citizenship Scrutiny Card (pink),47451,54906,102357,Myothit,MMR009005
 Associate Scrutiny Card (blue),13,15,28,Myothit,MMR009005
 Naturalised Scrutiny Card (green),97,79,176,Myothit,MMR009005
 National Registration Card (3-fold),464,736,1200,Myothit,MMR009005
 Religious card,429,6,435,Myothit,MMR009005
 Temporary Registration Card (white),57,37,94,Myothit,MMR009005
 Foreign Registration Card (FRC),-,3,3,Myothit,MMR009005
 Foreign Passport,14,6,20,Myothit,MMR009005
 None,9422,13656,23078,Myothit,MMR009005
 Child under 10 years,16092,16028,32120,Myothit,MMR009005
 Total,74039,85472,159511,Myothit,MMR009005
 Citizenship Scrutiny Card (pink),58095,74131,132226,Natmauk,MMR009006
 Associate Scrutiny Card (blue),18,26,44,Natmauk,MMR009006
 Naturalised Scrutiny Card (green),170,132,302,Natmauk,MMR009006
 National Registration Card (3-fold),481,919,1400,Natmauk,MMR009006
 Religious card,708,15,723,Natmauk,MMR009006
 Temporary Registration Card (white),78,81,159,Natmauk,MMR009006
 Foreign Registration Card (FRC),2,2,4,Natmauk,MMR009006
 Foreign Passport,6,20,26,Natmauk,MMR009006
 None,13557,19487,33044,Natmauk,MMR009006
 Child under 10 years,19659,19409,39068,Natmauk,MMR009006
 Total,92774,114222,206996,Natmauk,MMR009006
 Citizenship Scrutiny Card (pink),54419,60572,114991,Minbu,MMR009007
 Associate Scrutiny Card (blue),42,32,74,Minbu,MMR009007
 Naturalised Scrutiny Card (green),233,129,362,Minbu,MMR009007
 National Registration Card (3-fold),1254,2423,3677,Minbu,MMR009007
 Religious card,723,160,883,Minbu,MMR009007
 Temporary Registration Card (white),105,123,228,Minbu,MMR009007
 Foreign Registration Card (FRC),2,4,6,Minbu,MMR009007
 Foreign Passport,14,17,31,Minbu,MMR009007
 None,15603,20918,36521,Minbu,MMR009007
 Child under 10 years,15867,15542,31409,Minbu,MMR009007
 Total,88262,99920,188182,Minbu,MMR009007
 Citizenship Scrutiny Card (pink),47109,50821,97930,Pwint Phyu,MMR009008
 Associate Scrutiny Card (blue),15,25,40,Pwint Phyu,MMR009008
 Naturalised Scrutiny Card (green),83,77,160,Pwint Phyu,MMR009008
 National Registration Card (3-fold),360,619,979,Pwint Phyu,MMR009008
 Religious card,601,59,660,Pwint Phyu,MMR009008
 Temporary Registration Card (white),77,87,164,Pwint Phyu,MMR009008
 Foreign Registration Card (FRC),3,4,7,Pwint Phyu,MMR009008
 Foreign Passport,8,13,21,Pwint Phyu,MMR009008
 None,14048,20982,35030,Pwint Phyu,MMR009008
 Child under 10 years,14436,14265,28701,Pwint Phyu,MMR009008
 Total,76740,86952,163692,Pwint Phyu,MMR009008
 Citizenship Scrutiny Card (pink),16467,18489,34956,Ngape,MMR009009
 Associate Scrutiny Card (blue),1,6,7,Ngape,MMR009009
 Naturalised Scrutiny Card (green),31,14,45,Ngape,MMR009009
 National Registration Card (3-fold),24,26,50,Ngape,MMR009009
 Religious card,170,19,189,Ngape,MMR009009
 Temporary Registration Card (white),18,16,34,Ngape,MMR009009
 Foreign Passport,11,-,11,Ngape,MMR009009
 None,2942,3301,6243,Ngape,MMR009009
 Child under 10 years,5411,5196,10607,Ngape,MMR009009
 Total,25075,27067,52142,Ngape,MMR009009
 Citizenship Scrutiny Card (pink),62543,69151,131694,Salin,MMR009010
 Associate Scrutiny Card (blue),25,39,64,Salin,MMR009010
 Naturalised Scrutiny Card (green),245,167,412,Salin,MMR009010
 National Registration Card (3-fold),1564,3126,4690,Salin,MMR009010
 Religious card,879,99,978,Salin,MMR009010
 Temporary Registration Card (white),152,180,332,Salin,MMR009010
 Foreign Registration Card (FRC),10,3,13,Salin,MMR009010
 Foreign Passport,33,25,58,Salin,MMR009010
 None,22620,34312,56932,Salin,MMR009010
 Child under 10 years,20654,20206,40860,Salin,MMR009010
 Total,108725,127308,236033,Salin,MMR009010
 Citizenship Scrutiny Card (pink),15639,16416,32055,Saytottara,MMR009011
 Associate Scrutiny Card (blue),4,2,6,Saytottara,MMR009011
 Naturalised Scrutiny Card (green),25,8,33,Saytottara,MMR009011
 National Registration Card (3-fold),59,71,130,Saytottara,MMR009011
 Religious card,192,22,214,Saytottara,MMR009011
 Temporary Registration Card (white),32,12,44,Saytottara,MMR009011
 Foreign Passport,2,4,6,Saytottara,MMR009011
 None,2906,3046,5952,Saytottara,MMR009011
 Child under 10 years,4479,4607,9086,Saytottara,MMR009011
 Total,23338,24188,47526,Saytottara,MMR009011
 Citizenship Scrutiny Card (pink),34720,40371,75091,Thayet,MMR009012
 Associate Scrutiny Card (blue),13,13,26,Thayet,MMR009012
 Naturalised Scrutiny Card (green),82,51,133,Thayet,MMR009012
 National Registration Card (3-fold),390,698,1088,Thayet,MMR009012
 Religious card,404,59,463,Thayet,MMR009012
 Temporary Registration Card (white),39,52,91,Thayet,MMR009012
 Foreign Registration Card (FRC),56,53,109,Thayet,MMR009012
 Foreign Passport,7,4,11,Thayet,MMR009012
 None,6030,6307,12337,Thayet,MMR009012
 Child under 10 years,7644,7354,14998,Thayet,MMR009012
 Total,49385,54962,104347,Thayet,MMR009012
 Citizenship Scrutiny Card (pink),47647,44813,92460,Minhla,MMR009013
 Associate Scrutiny Card (blue),19,19,38,Minhla,MMR009013
 Naturalised Scrutiny Card (green),97,64,161,Minhla,MMR009013
 National Registration Card (3-fold),293,543,836,Minhla,MMR009013
 Religious card,364,36,400,Minhla,MMR009013
 Temporary Registration Card (white),107,63,170,Minhla,MMR009013
 Foreign Registration Card (FRC),9,15,24,Minhla,MMR009013
 Foreign Passport,25,10,35,Minhla,MMR009013
 None,13160,15874,29034,Minhla,MMR009013
 Child under 10 years,11412,11512,22924,Minhla,MMR009013
 Total,73133,72949,146082,Minhla,MMR009013
 Citizenship Scrutiny Card (pink),20688,24447,45135,Mindon,MMR009014
 Associate Scrutiny Card (blue),2,4,6,Mindon,MMR009014
 Naturalised Scrutiny Card (green),26,5,31,Mindon,MMR009014
 National Registration Card (3-fold),46,70,116,Mindon,MMR009014
 Religious card,225,34,259,Mindon,MMR009014
 Temporary Registration Card (white),39,27,66,Mindon,MMR009014
 Foreign Passport,1,1,2,Mindon,MMR009014
 None,2541,2666,5207,Mindon,MMR009014
 Child under 10 years,4393,4142,8535,Mindon,MMR009014
 Total,27961,31396,59357,Mindon,MMR009014
 Citizenship Scrutiny Card (pink),24080,26741,50821,Kamma,MMR009015
 Associate Scrutiny Card (blue),10,7,17,Kamma,MMR009015
 Naturalised Scrutiny Card (green),40,32,72,Kamma,MMR009015
 National Registration Card (3-fold),71,103,174,Kamma,MMR009015
 Religious card,243,10,253,Kamma,MMR009015
 Temporary Registration Card (white),16,25,41,Kamma,MMR009015
 Foreign Registration Card (FRC),1,1,2,Kamma,MMR009015
 Foreign Passport,2,4,6,Kamma,MMR009015
 None,5913,7089,13002,Kamma,MMR009015
 Child under 10 years,5478,5329,10807,Kamma,MMR009015
 Total,35854,39341,75195,Kamma,MMR009015
 Citizenship Scrutiny Card (pink),63188,64460,127648,Aunglan,MMR009016
 Associate Scrutiny Card (blue),79,87,166,Aunglan,MMR009016
 Naturalised Scrutiny Card (green),276,188,464,Aunglan,MMR009016
 National Registration Card (3-fold),1294,2466,3760,Aunglan,MMR009016
 Religious card,815,112,927,Aunglan,MMR009016
 Temporary Registration Card (white),102,137,239,Aunglan,MMR009016
 Foreign Registration Card (FRC),13,7,20,Aunglan,MMR009016
 Foreign Passport,37,30,67,Aunglan,MMR009016
 None,26483,36937,63420,Aunglan,MMR009016
 Child under 10 years,19478,19033,38511,Aunglan,MMR009016
 Total,111765,123457,235222,Aunglan,MMR009016
 Citizenship Scrutiny Card (pink),36707,40084,76791,Sinpaungwe`,MMR009017
 Associate Scrutiny Card (blue),7,13,20,Sinpaungwe`,MMR009017
 Naturalised Scrutiny Card (green),44,46,90,Sinpaungwe`,MMR009017
 National Registration Card (3-fold),319,620,939,Sinpaungwe`,MMR009017
 Religious card,330,12,342,Sinpaungwe`,MMR009017
 Temporary Registration Card (white),25,19,44,Sinpaungwe`,MMR009017
 Foreign Registration Card (FRC),-,1,1,Sinpaungwe`,MMR009017
 Foreign Passport,4,2,6,Sinpaungwe`,MMR009017
 None,7972,11073,19045,Sinpaungwe`,MMR009017
 Child under 10 years,10381,10185,20566,Sinpaungwe`,MMR009017
 Total,55789,62055,117844,Sinpaungwe`,MMR009017
 Citizenship Scrutiny Card (pink),84007,108089,192096,Pakokku,MMR009018
 Associate Scrutiny Card (blue),45,52,97,Pakokku,MMR009018
 Naturalised Scrutiny Card (green),212,127,339,Pakokku,MMR009018
 National Registration Card (3-fold),629,1134,1763,Pakokku,MMR009018
 Religious card,1539,309,1848,Pakokku,MMR009018
 Temporary Registration Card (white),129,134,263,Pakokku,MMR009018
 Foreign Registration Card (FRC),4,2,6,Pakokku,MMR009018
 Foreign Passport,25,50,75,Pakokku,MMR009018
 None,19337,24670,44007,Pakokku,MMR009018
 Child under 10 years,24814,24831,49645,Pakokku,MMR009018
 Total,130741,159398,290139,Pakokku,MMR009018
 Citizenship Scrutiny Card (pink),58610,76822,135432,Yesagyo,MMR009019
 Associate Scrutiny Card (blue),16,17,33,Yesagyo,MMR009019
 Naturalised Scrutiny Card (green),125,105,230,Yesagyo,MMR009019
 National Registration Card (3-fold),404,697,1101,Yesagyo,MMR009019
 Religious card,914,57,971,Yesagyo,MMR009019
 Temporary Registration Card (white),46,62,108,Yesagyo,MMR009019
 Foreign Registration Card (FRC),2,2,4,Yesagyo,MMR009019
 Foreign Passport,17,14,31,Yesagyo,MMR009019
 None,14790,24071,38861,Yesagyo,MMR009019
 Child under 10 years,19429,19152,38581,Yesagyo,MMR009019
 Total,94353,120999,215352,Yesagyo,MMR009019
 Citizenship Scrutiny Card (pink),59818,73443,133261,Myaing,MMR009020
 Associate Scrutiny Card (blue),17,12,29,Myaing,MMR009020
 Naturalised Scrutiny Card (green),139,72,211,Myaing,MMR009020
 National Registration Card (3-fold),701,1145,1846,Myaing,MMR009020
 Religious card,739,31,770,Myaing,MMR009020
 Temporary Registration Card (white),29,43,72,Myaing,MMR009020
 Foreign Registration Card (FRC),1,-,1,Myaing,MMR009020
 Foreign Passport,56,24,80,Myaing,MMR009020
 None,18018,28955,46973,Myaing,MMR009020
 Child under 10 years,21336,21192,42528,Myaing,MMR009020
 Total,100854,124917,225771,Myaing,MMR009020
 Citizenship Scrutiny Card (pink),47563,56072,103635,Pauk,MMR009021
 Associate Scrutiny Card (blue),6,9,15,Pauk,MMR009021
 Naturalised Scrutiny Card (green),45,26,71,Pauk,MMR009021
 National Registration Card (3-fold),77,99,176,Pauk,MMR009021
 Religious card,495,24,519,Pauk,MMR009021
 Temporary Registration Card (white),111,107,218,Pauk,MMR009021
 Foreign Registration Card (FRC),-,4,4,Pauk,MMR009021
 Foreign Passport,23,11,34,Pauk,MMR009021
 None,12771,18047,30818,Pauk,MMR009021
 Child under 10 years,17939,18085,36024,Pauk,MMR009021
 Total,79030,92484,171514,Pauk,MMR009021
 Citizenship Scrutiny Card (pink),28565,34896,63461,Seikphyu,MMR009022
 Associate Scrutiny Card (blue),6,7,13,Seikphyu,MMR009022
 Naturalised Scrutiny Card (green),56,34,90,Seikphyu,MMR009022
 National Registration Card (3-fold),113,207,320,Seikphyu,MMR009022
 Religious card,305,27,332,Seikphyu,MMR009022
 Temporary Registration Card (white),20,42,62,Seikphyu,MMR009022
 Foreign Registration Card (FRC),-,1,1,Seikphyu,MMR009022
 Foreign Passport,63,11,74,Seikphyu,MMR009022
 None,7379,10298,17677,Seikphyu,MMR009022
 Child under 10 years,10402,10337,20739,Seikphyu,MMR009022
 Total,46909,55860,102769,Seikphyu,MMR009022
 Citizenship Scrutiny Card (pink),43127,49147,92274,Gangaw,MMR009023
 Associate Scrutiny Card (blue),7,14,21,Gangaw,MMR009023
 Naturalised Scrutiny Card (green),66,26,92,Gangaw,MMR009023
 National Registration Card (3-fold),152,192,344,Gangaw,MMR009023
 Religious card,448,53,501,Gangaw,MMR009023
 Temporary Registration Card (white),32,42,74,Gangaw,MMR009023
 Foreign Registration Card (FRC),6,1,7,Gangaw,MMR009023
 Foreign Passport,4,7,11,Gangaw,MMR009023
 None,8491,9072,17563,Gangaw,MMR009023
 Child under 10 years,11087,11321,22408,Gangaw,MMR009023
 Total,63420,69875,133295,Gangaw,MMR009023
 Citizenship Scrutiny Card (pink),17469,20624,38093,Htilin,MMR009024
 Associate Scrutiny Card (blue),1,1,2,Htilin,MMR009024
 Naturalised Scrutiny Card (green),3,4,7,Htilin,MMR009024
 National Registration Card (3-fold),7,6,13,Htilin,MMR009024
 Religious card,211,27,238,Htilin,MMR009024
 Temporary Registration Card (white),41,27,68,Htilin,MMR009024
 Foreign Registration Card (FRC),1,-,1,Htilin,MMR009024
 Foreign Passport,4,2,6,Htilin,MMR009024
 None,1553,1598,3151,Htilin,MMR009024
 Child under 10 years,3569,3718,7287,Htilin,MMR009024
 Total,22859,26007,48866,Htilin,MMR009024
 Citizenship Scrutiny Card (pink),12490,14165,26655,Saw,MMR009025
 Associate Scrutiny Card (blue),1,3,4,Saw,MMR009025
 Naturalised Scrutiny Card (green),9,2,11,Saw,MMR009025
 National Registration Card (3-fold),14,11,25,Saw,MMR009025
 Religious card,151,26,177,Saw,MMR009025
 Temporary Registration Card (white),7,7,14,Saw,MMR009025
 Foreign Passport,1,1,2,Saw,MMR009025
 None,1409,1350,2759,Saw,MMR009025
 Child under 10 years,3127,3058,6185,Saw,MMR009025
 Total,17209,18623,35832,Saw,MMR009025
 Citizenship Scrutiny Card (pink),11945,14335,26280,Kyaukhtu(ST),MMR009025
 Associate Scrutiny Card (blue),4,4,8,Kyaukhtu(ST),MMR009025
 Naturalised Scrutiny Card (green),10,7,17,Kyaukhtu(ST),MMR009025
 National Registration Card (3-fold),18,20,38,Kyaukhtu(ST),MMR009025
 Religious card,92,5,97,Kyaukhtu(ST),MMR009025
 Temporary Registration Card (white),3,4,7,Kyaukhtu(ST),MMR009025
 None,888,859,1747,Kyaukhtu(ST),MMR009025
 Child under 10 years,2377,2294,4671,Kyaukhtu(ST),MMR009025
 Total,15337,17528,32865,Kyaukhtu(ST),MMR009025
 Citizenship Scrutiny Card (pink),87617,99298,186915,Aungmyetharzan,MMR010001
 Associate Scrutiny Card (blue),247,259,506,Aungmyetharzan,MMR010001
 Naturalised Scrutiny Card (green),603,467,1070,Aungmyetharzan,MMR010001
 National Registration Card (3-fold),847,1048,1895,Aungmyetharzan,MMR010001
 Religious card,3581,807,4388,Aungmyetharzan,MMR010001
 Temporary Registration Card (white),400,524,924,Aungmyetharzan,MMR010001
 Foreign Registration Card (FRC),82,79,161,Aungmyetharzan,MMR010001
 Foreign Passport,176,161,337,Aungmyetharzan,MMR010001
 None,18826,16173,34999,Aungmyetharzan,MMR010001
 Child under 10 years,17580,17004,34584,Aungmyetharzan,MMR010001
 Total,129959,135820,265779,Aungmyetharzan,MMR010001
 Citizenship Scrutiny Card (pink),67400,83503,150903,Chanayeharzan,MMR010002
 Associate Scrutiny Card (blue),462,455,917,Chanayeharzan,MMR010002
 Naturalised Scrutiny Card (green),577,510,1087,Chanayeharzan,MMR010002
 National Registration Card (3-fold),529,622,1151,Chanayeharzan,MMR010002
 Religious card,2996,124,3120,Chanayeharzan,MMR010002
 Temporary Registration Card (white),291,156,447,Chanayeharzan,MMR010002
 Foreign Registration Card (FRC),102,119,221,Chanayeharzan,MMR010002
 Foreign Passport,565,220,785,Chanayeharzan,MMR010002
 None,9897,8203,18100,Chanayeharzan,MMR010002
 Child under 10 years,10426,10018,20444,Chanayeharzan,MMR010002
 Total,93245,103930,197175,Chanayeharzan,MMR010002
 Citizenship Scrutiny Card (pink),78076,92770,170846,Mahaaungmye,MMR010003
 Associate Scrutiny Card (blue),197,230,427,Mahaaungmye,MMR010003
 Naturalised Scrutiny Card (green),473,309,782,Mahaaungmye,MMR010003
 National Registration Card (3-fold),898,1383,2281,Mahaaungmye,MMR010003
 Religious card,5199,59,5258,Mahaaungmye,MMR010003
 Temporary Registration Card (white),181,207,388,Mahaaungmye,MMR010003
 Foreign Registration Card (FRC),30,27,57,Mahaaungmye,MMR010003
 Foreign Passport,186,113,299,Mahaaungmye,MMR010003
 None,16040,14308,30348,Mahaaungmye,MMR010003
 Child under 10 years,15623,14804,30427,Mahaaungmye,MMR010003
 Total,116903,124210,241113,Mahaaungmye,MMR010003
 Citizenship Scrutiny Card (pink),86961,99838,186799,Chanmyatharzi,MMR010004
 Associate Scrutiny Card (blue),134,148,282,Chanmyatharzi,MMR010004
 Naturalised Scrutiny Card (green),420,230,650,Chanmyatharzi,MMR010004
 National Registration Card (3-fold),1305,1821,3126,Chanmyatharzi,MMR010004
 Religious card,3432,19,3451,Chanmyatharzi,MMR010004
 Temporary Registration Card (white),276,412,688,Chanmyatharzi,MMR010004
 Foreign Registration Card (FRC),48,26,74,Chanmyatharzi,MMR010004
 Foreign Passport,132,41,173,Chanmyatharzi,MMR010004
 None,23481,22901,46382,Chanmyatharzi,MMR010004
 Child under 10 years,21339,20817,42156,Chanmyatharzi,MMR010004
 Total,137528,146253,283781,Chanmyatharzi,MMR010004
 Citizenship Scrutiny Card (pink),74212,74320,148532,Pyigyidagun,MMR010005
 Associate Scrutiny Card (blue),101,95,196,Pyigyidagun,MMR010005
 Naturalised Scrutiny Card (green),358,162,520,Pyigyidagun,MMR010005
 National Registration Card (3-fold),841,1278,2119,Pyigyidagun,MMR010005
 Religious card,2164,623,2787,Pyigyidagun,MMR010005
 Temporary Registration Card (white),175,217,392,Pyigyidagun,MMR010005
 Foreign Registration Card (FRC),16,7,23,Pyigyidagun,MMR010005
 Foreign Passport,69,18,87,Pyigyidagun,MMR010005
 None,22749,20844,43593,Pyigyidagun,MMR010005
 Child under 10 years,20109,19340,39449,Pyigyidagun,MMR010005
 Total,120794,116904,237698,Pyigyidagun,MMR010005
 Citizenship Scrutiny Card (pink),71849,81881,153730,Amarapura,MMR010006
